1,4.7272727272727275,9,2,5,0,11,210,5.090909090909091,19.09090909090909,15,12,3,7,7,5,0,16.4,20.9,16.054523809523808,20.554960317460317
1,4.714285714285714,7,3,2,2,7,202,8.428571428571429,28.857142857142858,13,11,2,4,6,3,0,26.0,32.5,25.858333333333334,32.31111111111111
1,4.3,7,2,3,0,10,191,4.2,19.1,13,13,0,6,6,3,0,14.666666666666666,18.333333333333332,14.44867724867725,18.186022927689596
1,4.583333333333333,8,2,3,3,12,269,6.833333333333333,22.416666666666668,19,15,4,10,10,4,0,16.09090909090909,21.636363636363637,18.601492194674012,24.37207792207792
1,4.0,8,2,2,4,9,205,7.666666666666667,22.77777777777778,14,11,3,2,7,2,0,21.375,27.25,17.408035714285713,23.120684523809523
1,6.0,7,4,4,4,7,208,6.428571428571429,29.714285714285715,13,9,4,4,13,0,0,20.333333333333332,25.5,22.01388888888889,27.705555555555556
1,5.444444444444445,8,3,1,4,9,245,10.333333333333334,27.22222222222222,21,13,8,5,10,2,1,25.75,33.125,24.45044642857143,30.662053571428572
1,5.0,8,2,1,2,9,173,6.111111111111111,19.22222222222222,14,13,1,3,6,2,0,16.375,20.375,18.37410714285714,22.594494047619047
1,3.625,8,0,4,0,8,140,4.125,17.5,9,9,0,1,4,2,0,12.142857142857142,17.428571428571427,14.135714285714286,19.35340136054422
1,5.6,12,2,0,9,10,245,3.8,24.5,24,11,13,2,22,0,2,19.77777777777778,27.22222222222222,21.997971781305115,29.007583774250442
1,5.111111111111111,7,2,1,0,9,275,17.88888888888889,30.555555555555557,22,18,4,4,14,1,0,25.875,32.25,23.979017857142857,30.61860119047619
1,4.857142857142857,6,4,3,2,7,191,11.142857142857142,27.285714285714285,14,11,3,6,8,4,0,19.5,27.333333333333332,21.708333333333332,29.430555555555557
1,3.6,7,1,0,2,10,192,5.3,19.2,13,11,2,5,12,0,0,17.333333333333332,21.88888888888889,17.785493827160494,22.099559082892416
1,4.888888888888889,7,3,3,5,9,200,5.555555555555555,22.22222222222222,9,7,2,4,8,1,1,16.25,20.625,15.806101190476191,20.785416666666666
1,4.857142857142857,8,3,2,5,7,185,6.285714285714286,26.428571428571427,13,8,5,6,16,0,2,21.0,27.5,22.755555555555556,28.655555555555555
1,4.5,6,2,2,1,4,124,11,31,9,7,2,2,9,2,0,28.666666666666668,34.666666666666664,35.55555555555556,42.77777777777778
1,5.285714285714286,7,3,0,2,7,177,5.285714285714286,25.285714285714285,14,9,5,4,10,0,0,19.5,25.333333333333332,19.383333333333333,24.28611111111111
1,4.4,9,1,1,2,10,158,3.6,15.8,16,13,3,1,13,0,0,12.777777777777779,16.11111111111111,13.316534391534391,16.66141975308642
1,3.888888888888889,8,2,2,0,9,184,5,20.444444444444443,14,13,1,2,9,2,0,16.375,21.25,15.75014880952381,20.28214285714286
1,5.111111111111111,9,3,5,2,9,225,10,25,20,16,4,4,12,5,0,19.625,24.875,22.504166666666666,28.82172619047619
1,4.571428571428571,7,1,0,2,7,180,6.714285714285714,25.714285714285715,19,10,9,2,8,3,0,26.333333333333332,32.0,26.144444444444446,30.68611111111111
1,5.230769230769231,12,3,8,5,13,341,8.538461538461538,26.23076923076923,21,17,4,7,24,6,0,22.416666666666668,26.75,27.864526214526215,33.794919432419434
1,5.571428571428571,6,5,3,4,7,191,10.571428571428571,27.285714285714285,14,10,4,1,10,2,0,22.833333333333332,28.833333333333332,21.697222222222223,27.894444444444446
1,5.0,7,3,1,3,6,182,6,30.333333333333332,19,13,6,5,16,1,0,32.2,40.0,29.543333333333333,35.56
1,4.777777777777778,7,3,3,7,9,251,10,27.88888888888889,21,12,9,4,7,3,1,26.625,33.0,23.823660714285715,29.936755952380953
1,4.166666666666667,6,2,0,0,6,128,6.5,21.333333333333332,11,8,3,4,6,1,1,21.0,24.4,21.11,24.82
1,3.75,6,2,0,1,12,192,6,16,15,13,2,3,16,0,0,13.272727272727273,17.545454545454547,12.717971927062836,16.834477895841534
1,4.909090909090909,7,3,1,1,11,218,5.454545454545454,19.818181818181817,14,12,2,5,11,1,0,14.8,19.6,15.22325396825397,20.047182539682538
1,6.285714285714286,9,4,0,5,7,226,9.857142857142858,32.285714285714285,17,12,5,8,9,0,1,28.333333333333332,36.333333333333336,29.31111111111111,37.75277777777778
1,3.5,5,1,1,0,12,200,7.333333333333333,16.666666666666668,15,15,0,2,5,1,0,13.181818181818182,17.272727272727273,13.528512396694214,17.36806375442739
1,4.2727272727272725,6,2,1,2,11,189,4.7272727272727275,17.181818181818183,17,15,2,4,11,0,0,13.4,18.1,15.241865079365079,20.025079365079364
1,4.3125,7,3,3,1,16,275,7.6875,17.1875,19,16,3,2,8,3,2,14.266666666666667,18.0,15.04532079032079,18.4576097976098
1,4.875,7,4,2,6,8,257,8.75,32.125,19,13,6,3,6,0,3,24.857142857142858,31.857142857142858,23.967687074829932,31.24829931972789
1,3.4,6,2,0,1,15,238,7.8,15.866666666666667,16,15,1,8,7,0,1,15.214285714285714,18.571428571428573,14.73212739641311,17.790654979940694
