1,21
1,16
1,9
1,16
1,11
1,13
1,14
1,12
1,16
1,15
1,12
1,16
1,14
1,11
1,17
1,7
1,18
1,9
1,13
1,10
1,8
1,11
1,9
1,10
1,18
1,6
1,13
1,8
1,5
1,17
1,9
1,7
1,12
1,13
1,13
1,11
1,12
1,12
1,12
1,11
1,12
1,13
1,12
1,10
1,17
1,3
1,14
1,22
1,13
1,9
1,13
1,8
1,11
1,9
1,8
1,13
1,5
1,9
1,14
1,14
1,8
1,19
1,21
1,16
1,18
1,9
1,12
1,17
1,11
1,6
1,15
1,11
1,13
1,15
1,12
1,12
1,9
1,13
1,8
1,6
1,9
1,10
1,9
1,11
1,18
1,10
1,11
1,8
1,7
1,8
1,17
1,8
1,10
1,12
1,18
1,7
1,9
1,13
1,13
1,12
1,6
1,12
1,16
1,9
1,17
1,13
1,7
1,17
1,17
1,8
1,16
1,17
1,14
1,11
1,14
1,14
1,12
1,17
1,15
1,15
1,11
1,18
1,12
1,14
1,26
1,20
1,16
1,9
1,13
1,19
1,13
1,12
1,18
1,14
1,13
1,14
1,13
1,10
1,11
1,14
1,18
1,20
1,15
1,19
1,22
1,11
1,12
1,17
1,14
1,17
1,14
1,8
1,14
1,23
1,7
1,16
1,11
1,17
1,12
1,14
1,14
1,20
1,26
1,25
1,8
1,10
1,11
1,9
1,9
1,7
1,15
1,7
1,9
1,19
1,21
1,17
1,11
1,12
1,10
1,9
1,12
1,14
1,3
1,12
1,16
1,15
1,13
1,10
1,19
1,13
1,15
1,19
1,17
1,14
1,11
1,14
1,13
1,17
1,14
1,19
1,11
1,21
1,10
1,12
1,19
1,8
1,16
1,7
1,9
1,10
1,10
1,15
1,12
1,13
1,12
1,21
1,11
1,10
1,7
1,13
1,13
1,16
1,20
1,14
1,10
1,15
1,3
1,21
1,22
1,18
1,23
1,11
1,15
1,13
1,8
1,19
1,16
1,16
1,17
1,22
1,10
1,12
1,16
1,18
1,12
1,9
1,15
1,13
1,10
1,14
1,12
1,12
1,10
1,16
1,13
1,13
1,13
1,5
1,21
1,21
1,8
1,14
1,16
1,10
1,21
1,6
1,14
1,19
1,14
1,13
1,16
1,13
1,17
1,17
1,8
1,20
1,11
1,8
1,13
1,14
1,9
1,13
1,14
1,15
1,11
1,20
1,16
1,13
1,23
1,10
1,10
1,9
1,15
1,27
1,10
1,11
1,18
1,7
1,18
1,32
1,7
1,22
1,16
1,7
1,11
1,15
1,10
1,13
1,15
1,8
1,11
1,15
1,9
1,14
1,21
1,18
1,26
1,9
1,15
1,9
1,15
1,10
1,10
1,16
1,8
1,15
1,16
1,13
1,8
1,7
1,13
1,15
1,9
1,14
1,12
1,9
1,8
1,23
1,12
1,12
1,12
1,11
1,19
1,23
1,12
1,16
1,26
1,9
1,15
1,12
1,9
1,9
1,16
1,11
1,12
1,6
1,15
1,14
1,9
1,7
1,17
1,17
1,18
1,10
1,15
1,15
1,13
1,20
1,17
1,8
1,15
1,17
1,23
1,10
1,7
1,11
1,12
1,10
1,16
1,16
1,13
1,14
1,18
1,6
1,11
1,13
1,10
1,5
1,20
1,19
1,19
1,16
