1,11
1,18
1,8
1,13
1,11
1,9
1,14
1,14
1,12
1,12
1,9
1,6
1,22
1,10
1,11
1,5
1,7
1,9
1,7
1,6
1,7
1,9
1,12
1,27
1,13
1,9
1,16
1,11
1,4
1,12
1,10
1,7
1,17
1,14
1,12
1,19
1,14
1,14
1,23
1,17
1,9
1,6
1,16
1,6
1,6
1,5
1,9
1,8
1,10
1,11
1,9
1,5
1,7
1,9
1,8
1,15
1,14
1,25
1,15
1,13
1,14
1,13
1,24
1,20
1,10
1,9
1,11
1,13
1,13
1,9
1,19
1,7
1,15
1,10
1,15
1,24
1,20
1,15
1,12
1,8
1,11
1,11
1,17
1,14
1,13
1,2
1,8
1,5
1,10
1,4
1,18
1,8
1,8
1,5
1,14
1,14
1,9
1,14
1,9
1,16
1,13
1,11
1,8
1,12
1,6
1,17
1,19
1,18
1,7
1,7
1,14
1,9
1,12
1,19
1,16
1,17
1,15
1,16
1,4
1,11
1,7
1,11
1,15
1,19
1,17
1,12
1,22
1,8
1,14
1,16
1,14
1,12
1,6
1,9
1,15
1,19
1,11
1,24
1,18
1,8
1,8
1,19
1,23
1,12
1,18
1,10
1,10
1,12
1,11
1,17
1,29
1,19
1,18
1,21
1,14
1,18
1,11
1,15
1,10
1,6
1,15
1,17
1,12
1,13
1,14
1,18
1,8
1,10
1,11
1,12
1,18
1,4
1,14
1,12
1,11
1,15
1,8
1,6
1,15
1,12
1,6
1,25
1,15
1,16
1,16
1,16
1,5
1,9
1,13
1,17
1,22
1,8
1,22
1,15
1,12
1,16
1,18
1,11
1,17
1,11
1,18
1,14
1,20
1,10
1,15
1,7
1,8
1,10
1,19
1,10
1,10
1,18
1,10
1,12
1,5
1,5
1,9
1,5
1,13
1,13
1,13
1,10
1,14
1,12
1,4
1,7
1,18
1,13
1,12
1,14
1,8
1,14
1,13
1,15
1,13
1,5
1,15
1,16
1,13
1,17
1,9
1,11
1,12
1,7
1,21
1,14
1,21
1,6
1,9
1,14
1,14
1,12
1,7
1,10
1,9
1,10
1,10
1,1
1,5
1,9
1,9
1,13
1,14
1,13
1,8
1,7
1,8
1,12
1,11
1,17
1,15
1,26
1,15
1,10
1,8
1,22
1,16
1,11
1,7
1,7
1,12
1,19
1,8
1,8
1,9
1,19
1,9
1,9
1,13
1,9
1,7
1,9
1,13
1,8
1,9
1,9
1,17
1,10
1,9
1,8
1,12
1,13
1,12
1,12
1,11
1,17
1,10
1,11
1,6
1,9
1,13
1,8
1,9
1,15
1,18
1,14
1,16
1,14
1,12
1,8
1,9
1,6
1,10
1,8
1,15
1,16
1,12
1,14
1,19
1,13
1,13
1,14
1,11
1,12
1,20
1,11
1,16
1,13
1,16
1,9
1,11
1,12
1,4
1,7
1,11
1,20
1,16
1,12
1,21
1,15
1,6
1,14
1,19
1,12
1,7
1,11
1,8
