1,13
1,16
1,8
1,8
1,7
1,16
1,11
1,16
1,12
1,12
1,18
1,15
1,17
1,14
1,7
1,10
1,8
1,11
1,8
1,7
1,14
1,10
1,18
1,10
1,7
1,1
1,15
1,16
1,12
1,7
1,13
1,12
1,8
1,9
1,9
1,9
1,5
1,19
1,11
1,14
1,20
1,9
1,12
1,13
1,15
1,11
1,17
1,11
1,19
1,7
1,9
1,10
1,16
1,23
1,12
1,17
1,9
1,13
1,7
1,16
1,13
1,4
1,12
1,12
1,15
1,12
1,12
1,30
1,12
1,7
1,14
1,10
1,9
1,8
1,12
1,12
1,4
1,2
1,6
1,10
1,6
1,6
1,9
1,6
1,5
1,16
1,8
1,7
1,7
1,14
1,9
1,8
1,13
1,9
1,10
1,10
1,2
1,16
1,15
1,8
1,11
1,16
1,11
1,14
1,10
1,14
1,13
1,9
1,14
1,5
1,15
1,9
1,13
1,9
1,11
1,10
1,10
1,17
1,22
1,17
1,13
1,1
1,12
1,14
1,17
1,16
1,20
1,17
1,8
1,23
1,17
1,13
1,5
1,11
1,18
1,20
1,17
1,13
1,10
1,16
1,11
1,10
1,21
1,19
1,9
1,31
1,12
1,8
1,11
1,14
1,19
1,13
1,14
1,20
1,16
1,12
1,11
1,12
1,8
1,7
1,6
1,5
1,22
1,13
1,12
1,8
1,11
1,12
1,9
1,12
1,10
1,9
1,20
1,13
1,6
1,12
1,8
1,15
1,7
1,9
1,18
1,21
1,12
1,18
1,18
1,10
1,17
1,7
1,14
1,14
1,8
1,12
1,9
1,17
1,6
1,13
1,10
1,14
1,15
1,6
1,9
1,9
1,11
1,5
1,17
1,11
1,12
1,6
1,8
1,15
1,11
1,12
1,9
1,10
1,16
1,12
1,12
1,6
1,17
1,14
1,20
1,7
1,11
1,8
1,10
1,7
1,17
1,16
1,4
1,9
1,20
1,11
1,28
1,9
1,12
1,23
1,6
1,16
1,15
1,12
1,7
1,10
1,15
1,5
1,21
1,12
1,13
1,12
1,10
1,9
1,12
1,5
1,6
1,5
1,8
1,5
1,10
1,15
1,10
1,2
1,16
1,17
1,11
1,14
1,16
1,10
1,8
1,6
1,12
1,9
1,9
1,18
1,12
1,17
1,8
4,15
4,13
4,8
4,10
4,6
4,7
4,9
4,13
4,17
4,25
4,17
4,17
4,9
4,11
4,20
4,6
4,13
4,9
4,10
4,6
4,11
4,9
4,21
4,11
4,17
4,18
4,8
4,9
4,12
4,7
4,13
4,7
4,11
4,13
4,14
4,5
4,8
4,14
4,4
4,8
4,10
4,10
4,8
4,4
4,10
4,9
4,10
4,19
4,10
4,13
4,10
4,16
4,6
4,7
4,7
4,8
4,13
4,11
4,8
4,14
4,5
4,12
4,14
4,15
4,9
4,10
4,17
4,9
4,13
4,20
4,16
4,13
4,15
4,11
4,9
4,15
4,11
4,11
4,16
4,10
4,10
4,6
4,10
4,12
4,19
5,15
5,10
5,5
5,11
5,10
5,22
5,16
5,7
5,19
5,18
5,9
5,12
5,13
5,9
5,11
5,6
5,13
5,8
5,7
5,16
5,17
5,10
5,14
5,9
5,16
5,16
5,10
5,6
5,18
5,11
5,9
5,18
5,12
5,12
5,11
5,7
5,8
5,9
5,18
5,15
5,11
5,15
5,10
5,16
5,17
5,22
5,8
5,12
6,13
6,17
6,8
6,15
6,7
6,23
6,15
6,14
6,10
6,15
6,12
6,12
7,8
7,16
7,15
7,14
7,4
7,20
8,4
8,18
8,8
9,10
9,14
9,13
9,14
10,7
10,11
10,14
14,6
